reserve_assessment_id,user_id,assessed_at,healthcare_coverage_status,estimated_healthcare_exposure,emergency_health_resources,monthly_financial_obligations,number_of_dependants,current_preparedness_amount,preparedness_target,preparedness_gap,preparedness_ratio,reserve_status
HRA00024000,USR009814,2026-01-31T11:00:00,partial,749000,469000,681000,3,0,2495000,2495000,0.0,low
HRA00024001,USR009814,2026-03-22T11:00:00,partial,615000,104000,494000,3,0,2495000,2495000,0.0,low
HRA00024002,USR009814,2026-05-12T11:00:00,partial,671000,52000,684000,0,0,2495000,2495000,0.0,low
HRA00024003,USR009814,2026-06-29T11:00:00,uninsured,161000,60000,157000,3,0,2495000,2495000,0.0,low
HRA00024004,USR009814,2026-08-18T11:00:00,insured,319000,72000,261000,0,0,2495000,2495000,0.0,low
HRA00024005,USR009816,2025-12-09T12:00:00,insured,297000,172000,500000,5,1854000,2474000,620000,0.749394,moderate
HRA00024006,USR009816,2026-01-26T12:00:00,insured,404000,329000,450000,0,1805000,2474000,669000,0.729588,moderate
HRA00024007,USR009816,2026-03-20T12:00:00,insured,718000,367000,323000,4,1796000,2474000,678000,0.72595,moderate
HRA00024008,USR009816,2026-05-11T12:00:00,insured,683000,397000,192000,3,1747000,2474000,727000,0.706144,moderate
HRA00024009,USR009816,2026-06-29T12:00:00,insured,286000,77000,659000,0,1665000,2474000,809000,0.672999,moderate
HRA00024010,USR009816,2026-08-13T12:00:00,insured,592000,222000,331000,5,1570000,2474000,904000,0.6346,moderate
HRA00024011,USR009818,2025-12-10T04:00:00,insured,152000,305000,425000,2,0,1727000,1727000,0.0,low
HRA00024012,USR009818,2026-01-23T04:00:00,uninsured,787000,268000,308000,4,38000,1727000,1689000,0.022003,low
HRA00024013,USR009818,2026-03-18T04:00:00,insured,416000,22000,556000,1,0,1727000,1727000,0.0,low
HRA00024014,USR009818,2026-05-07T04:00:00,partial,776000,401000,536000,2,0,1727000,1727000,0.0,low
HRA00024015,USR009818,2026-06-23T04:00:00,uninsured,84000,255000,644000,0,0,1727000,1727000,0.0,low
HRA00024016,USR009818,2026-08-13T04:00:00,insured,661000,465000,200000,1,0,1727000,1727000,0.0,low
HRA00024017,USR009819,2026-01-09T15:00:00,insured,471000,315000,460000,3,108000,917000,809000,0.117775,low
HRA00024018,USR009819,2026-02-27T15:00:00,insured,157000,416000,66000,2,100000,917000,817000,0.109051,low
HRA00024019,USR009819,2026-04-23T15:00:00,uninsured,628000,482000,290000,2,84000,917000,833000,0.091603,low
HRA00024020,USR009819,2026-06-04T15:00:00,uninsured,466000,151000,563000,1,96000,917000,821000,0.104689,low
HRA00024021,USR009819,2026-07-29T15:00:00,insured,670000,83000,395000,3,73000,917000,844000,0.079607,low
HRA00024022,USR009820,2025-11-18T16:00:00,insured,647000,285000,576000,3,203000,838000,635000,0.242243,low
HRA00024023,USR009820,2026-01-07T16:00:00,uninsured,88000,272000,106000,4,227000,838000,611000,0.270883,developing
HRA00024024,USR009820,2026-02-24T16:00:00,insured,574000,312000,580000,4,280000,838000,558000,0.334129,developing
HRA00024025,USR009820,2026-04-17T16:00:00,insured,196000,267000,352000,0,312000,838000,526000,0.372315,developing
HRA00024026,USR009820,2026-06-09T16:00:00,insured,715000,8000,478000,1,369000,838000,469000,0.440334,developing
HRA00024027,USR009820,2026-07-30T16:00:00,insured,52000,146000,371000,0,385000,838000,453000,0.459427,developing
HRA00024028,USR009824,2025-12-11T08:00:00,uninsured,455000,441000,172000,5,199000,418000,219000,0.476077,developing
HRA00024029,USR009824,2026-01-27T08:00:00,uninsured,244000,385000,260000,4,187000,418000,231000,0.447368,developing
HRA00024030,USR009824,2026-03-20T08:00:00,uninsured,196000,309000,615000,1,188000,418000,230000,0.449761,developing
HRA00024031,USR009824,2026-05-12T08:00:00,uninsured,327000,80000,650000,1,229000,418000,189000,0.547847,moderate
HRA00024032,USR009824,2026-07-01T08:00:00,insured,181000,460000,539000,2,200000,418000,218000,0.478469,developing
HRA00024033,USR009824,2026-08-21T08:00:00,insured,503000,361000,281000,1,201000,418000,217000,0.480861,developing
HRA00024034,USR009838,2025-12-05T01:00:00,partial,611000,263000,451000,4,192000,627000,435000,0.30622,developing
HRA00024035,USR009838,2026-01-26T01:00:00,uninsured,52000,164000,553000,3,178000,627000,449000,0.283892,developing
HRA00024036,USR009838,2026-03-14T01:00:00,partial,690000,311000,462000,0,142000,627000,485000,0.226475,low
HRA00024037,USR009838,2026-05-05T01:00:00,uninsured,751000,269000,516000,1,154000,627000,473000,0.245614,low
HRA00024038,USR009838,2026-06-19T01:00:00,partial,327000,82000,461000,5,119000,627000,508000,0.189793,low
HRA00024039,USR009838,2026-08-10T01:00:00,insured,659000,38000,607000,5,141000,627000,486000,0.22488,low
HRA00024040,USR009841,2025-11-28T00:00:00,insured,678000,355000,676000,5,657000,1303000,646000,0.504221,moderate
HRA00024041,USR009841,2026-01-14T00:00:00,partial,76000,212000,208000,0,660000,1303000,643000,0.506523,moderate
HRA00024042,USR009841,2026-03-06T00:00:00,insured,722000,248000,354000,1,766000,1303000,537000,0.587874,moderate
HRA00024043,USR009841,2026-04-25T00:00:00,partial,510000,428000,518000,5,770000,1303000,533000,0.590944,moderate
HRA00024044,USR009841,2026-06-17T00:00:00,insured,386000,326000,644000,1,806000,1303000,497000,0.618573,moderate
HRA00024045,USR009841,2026-08-07T00:00:00,insured,615000,405000,643000,2,802000,1303000,501000,0.615503,moderate
HRA00024046,USR009842,2026-02-14T15:00:00,partial,563000,418000,661000,1,1134000,1576000,442000,0.719543,moderate
HRA00024047,USR009842,2026-04-04T15:00:00,partial,297000,293000,445000,4,1331000,1576000,245000,0.844543,moderate
HRA00024048,USR009842,2026-05-21T15:00:00,partial,232000,102000,116000,5,1739000,1576000,0,1.103426,strong
HRA00024049,USR009842,2026-07-10T15:00:00,uninsured,177000,118000,155000,2,2028000,1576000,0,1.286802,strong
HRA00024050,USR009842,2026-09-05T15:00:00,insured,661000,200000,134000,0,2350000,1576000,0,1.491117,strong
HRA00024051,USR009844,2025-12-10T15:00:00,insured,773000,472000,289000,1,433000,1395000,962000,0.310394,developing
HRA00024052,USR009844,2026-01-30T15:00:00,insured,427000,406000,648000,0,577000,1395000,818000,0.41362,developing
HRA00024053,USR009844,2026-03-22T15:00:00,partial,87000,125000,589000,5,674000,1395000,721000,0.483154,developing
HRA00024054,USR009844,2026-05-09T15:00:00,partial,442000,209000,455000,1,830000,1395000,565000,0.594982,moderate
HRA00024055,USR009844,2026-06-26T15:00:00,partial,393000,227000,520000,2,970000,1395000,425000,0.695341,moderate
HRA00024056,USR009844,2026-08-20T15:00:00,insured,528000,18000,308000,4,1083000,1395000,312000,0.776344,moderate
HRA00024057,USR009845,2026-01-24T04:00:00,insured,662000,349000,528000,4,261000,1161000,900000,0.224806,low
HRA00024058,USR009845,2026-03-10T04:00:00,uninsured,613000,174000,324000,1,395000,1161000,766000,0.340224,developing
HRA00024059,USR009845,2026-05-04T04:00:00,insured,402000,259000,407000,4,566000,1161000,595000,0.487511,developing
HRA00024060,USR009845,2026-06-22T04:00:00,partial,540000,148000,494000,4,694000,1161000,467000,0.597761,moderate
HRA00024061,USR009845,2026-08-13T04:00:00,partial,198000,6000,243000,0,856000,1161000,305000,0.737295,moderate
HRA00024062,USR009846,2026-01-24T06:00:00,partial,497000,168000,689000,3,2000,269000,267000,0.007435,low
HRA00024063,USR009846,2026-03-13T06:00:00,insured,706000,463000,316000,3,0,269000,269000,0.0,low
HRA00024064,USR009846,2026-05-07T06:00:00,insured,208000,220000,533000,1,0,269000,269000,0.0,low
HRA00024065,USR009846,2026-06-24T06:00:00,uninsured,574000,108000,308000,4,0,269000,269000,0.0,low
HRA00024066,USR009846,2026-08-09T06:00:00,uninsured,167000,368000,525000,0,4000,269000,265000,0.01487,low
HRA00024067,USR009850,2025-12-02T08:00:00,uninsured,195000,32000,188000,3,277000,1064000,787000,0.260338,developing
HRA00024068,USR009850,2026-01-22T08:00:00,insured,124000,115000,285000,0,283000,1064000,781000,0.265977,developing
HRA00024069,USR009850,2026-03-06T08:00:00,insured,655000,227000,428000,3,219000,1064000,845000,0.205827,low
HRA00024070,USR009850,2026-04-29T08:00:00,insured,562000,157000,175000,0,172000,1064000,892000,0.161654,low
HRA00024071,USR009850,2026-06-16T08:00:00,uninsured,417000,433000,166000,2,198000,1064000,866000,0.18609,low
HRA00024072,USR009850,2026-08-09T08:00:00,uninsured,349000,283000,511000,5,291000,1064000,773000,0.273496,developing
HRA00024073,USR009855,2025-12-16T21:00:00,uninsured,149000,121000,363000,5,356000,592000,236000,0.601351,moderate
HRA00024074,USR009855,2026-01-27T21:00:00,insured,285000,433000,344000,3,365000,592000,227000,0.616554,moderate
HRA00024075,USR009855,2026-03-23T21:00:00,uninsured,260000,448000,484000,3,360000,592000,232000,0.608108,moderate
HRA00024076,USR009855,2026-05-13T21:00:00,partial,572000,45000,77000,2,349000,592000,243000,0.589527,moderate
HRA00024077,USR009855,2026-07-02T21:00:00,insured,223000,36000,331000,4,384000,592000,208000,0.648649,moderate
HRA00024078,USR009855,2026-08-19T21:00:00,partial,565000,495000,188000,3,430000,592000,162000,0.726351,moderate
HRA00024079,USR009858,2026-02-11T12:00:00,insured,296000,129000,586000,4,861000,1189000,328000,0.724138,moderate
HRA00024080,USR009858,2026-03-30T12:00:00,uninsured,774000,483000,344000,3,980000,1189000,209000,0.824222,moderate
HRA00024081,USR009858,2026-05-18T12:00:00,insured,486000,469000,573000,1,1138000,1189000,51000,0.957107,strong
HRA00024082,USR009858,2026-07-07T12:00:00,insured,538000,414000,644000,4,1256000,1189000,0,1.05635,strong
HRA00024083,USR009858,2026-09-03T12:00:00,insured,459000,231000,699000,0,1382000,1189000,0,1.162321,strong
HRA00024084,USR009859,2026-01-22T01:00:00,partial,207000,8000,124000,2,192000,326000,134000,0.588957,moderate
HRA00024085,USR009859,2026-03-07T01:00:00,insured,535000,498000,68000,1,203000,326000,123000,0.622699,moderate
HRA00024086,USR009859,2026-05-01T01:00:00,insured,606000,52000,653000,4,217000,326000,109000,0.665644,moderate
HRA00024087,USR009859,2026-06-19T01:00:00,partial,789000,143000,667000,1,232000,326000,94000,0.711656,moderate
HRA00024088,USR009859,2026-08-04T01:00:00,insured,141000,96000,370000,1,234000,326000,92000,0.717791,moderate
HRA00024089,USR009860,2025-11-16T22:00:00,partial,53000,189000,367000,0,229000,257000,28000,0.891051,strong
HRA00024090,USR009860,2026-01-03T22:00:00,uninsured,684000,206000,461000,1,252000,257000,5000,0.980545,strong
HRA00024091,USR009860,2026-02-24T22:00:00,insured,435000,383000,130000,2,296000,257000,0,1.151751,strong
HRA00024092,USR009860,2026-04-14T22:00:00,insured,532000,322000,391000,0,325000,257000,0,1.264591,strong
HRA00024093,USR009860,2026-06-05T22:00:00,insured,59000,287000,101000,1,362000,257000,0,1.40856,strong
HRA00024094,USR009860,2026-07-21T22:00:00,uninsured,779000,468000,119000,0,389000,257000,0,1.513619,strong
HRA00024095,USR009860,2026-09-06T22:00:00,partial,396000,281000,148000,1,426000,257000,0,1.657588,strong
HRA00024096,USR009862,2025-10-04T06:00:00,partial,689000,79000,558000,2,724000,1860000,1136000,0.389247,developing
HRA00024097,USR009862,2025-11-20T06:00:00,insured,441000,13000,549000,2,857000,1860000,1003000,0.460753,developing
HRA00024098,USR009862,2026-01-06T06:00:00,uninsured,720000,317000,466000,2,1047000,1860000,813000,0.562903,moderate
HRA00024099,USR009862,2026-03-02T06:00:00,uninsured,693000,260000,72000,2,1364000,1860000,496000,0.733333,moderate
HRA00024100,USR009862,2026-04-20T06:00:00,uninsured,149000,132000,289000,4,1617000,1860000,243000,0.869355,strong
HRA00024101,USR009862,2026-06-06T06:00:00,insured,200000,138000,238000,0,1912000,1860000,0,1.027957,strong
HRA00024102,USR009862,2026-07-25T06:00:00,uninsured,372000,273000,66000,5,2106000,1860000,0,1.132258,strong
HRA00024103,USR009863,2026-02-07T20:00:00,partial,343000,320000,614000,4,272000,1042000,770000,0.261036,developing
HRA00024104,USR009863,2026-03-24T20:00:00,partial,709000,497000,354000,3,429000,1042000,613000,0.411708,developing
HRA00024105,USR009863,2026-05-11T20:00:00,partial,410000,454000,250000,0,518000,1042000,524000,0.497121,developing
HRA00024106,USR009863,2026-07-07T20:00:00,uninsured,712000,336000,545000,4,616000,1042000,426000,0.591171,moderate
HRA00024107,USR009863,2026-08-18T20:00:00,insured,492000,364000,134000,1,764000,1042000,278000,0.733205,moderate
HRA00024108,USR009866,2026-02-14T18:00:00,uninsured,344000,180000,65000,1,1272000,1925000,653000,0.660779,moderate
HRA00024109,USR009866,2026-04-06T18:00:00,insured,245000,175000,430000,1,1669000,1925000,256000,0.867013,strong
HRA00024110,USR009866,2026-05-22T18:00:00,insured,462000,299000,264000,5,2075000,1925000,0,1.077922,strong
HRA00024111,USR009866,2026-07-11T18:00:00,uninsured,215000,127000,379000,1,2466000,1925000,0,1.281039,strong
HRA00024112,USR009866,2026-09-04T18:00:00,insured,225000,112000,506000,2,2805000,1925000,0,1.457143,strong
HRA00024113,USR009868,2025-10-31T07:00:00,partial,780000,386000,446000,4,70000,320000,250000,0.21875,low
HRA00024114,USR009868,2025-12-20T07:00:00,uninsured,795000,24000,531000,1,61000,320000,259000,0.190625,low
HRA00024115,USR009868,2026-02-06T07:00:00,partial,104000,58000,160000,3,49000,320000,271000,0.153125,low
HRA00024116,USR009868,2026-03-27T07:00:00,partial,441000,445000,370000,4,52000,320000,268000,0.1625,low
HRA00024117,USR009868,2026-05-20T07:00:00,insured,257000,7000,283000,5,59000,320000,261000,0.184375,low
HRA00024118,USR009868,2026-07-12T07:00:00,partial,547000,145000,220000,2,68000,320000,252000,0.2125,low
HRA00024119,USR009868,2026-08-23T07:00:00,uninsured,624000,57000,526000,5,76000,320000,244000,0.2375,low
HRA00024120,USR009872,2025-11-30T01:00:00,partial,779000,422000,422000,4,107000,274000,167000,0.390511,developing
HRA00024121,USR009872,2026-01-20T01:00:00,insured,414000,73000,281000,5,153000,274000,121000,0.558394,moderate
HRA00024122,USR009872,2026-03-11T01:00:00,insured,371000,439000,474000,3,211000,274000,63000,0.770073,moderate
HRA00024123,USR009872,2026-04-25T01:00:00,insured,353000,408000,591000,0,249000,274000,25000,0.908759,strong
HRA00024124,USR009872,2026-06-14T01:00:00,partial,145000,441000,94000,4,297000,274000,0,1.083942,strong
HRA00024125,USR009872,2026-08-04T01:00:00,insured,335000,469000,601000,3,332000,274000,0,1.211679,strong
HRA00024126,USR009875,2026-01-20T23:00:00,insured,458000,127000,351000,1,93000,227000,134000,0.409692,developing
HRA00024127,USR009875,2026-03-05T23:00:00,uninsured,553000,395000,315000,0,119000,227000,108000,0.524229,moderate
HRA00024128,USR009875,2026-04-29T23:00:00,insured,159000,243000,243000,4,143000,227000,84000,0.629956,moderate
HRA00024129,USR009875,2026-06-16T23:00:00,insured,75000,370000,519000,0,166000,227000,61000,0.731278,moderate
HRA00024130,USR009875,2026-08-03T23:00:00,partial,479000,393000,369000,3,184000,227000,43000,0.810573,moderate
HRA00024131,USR009892,2025-11-09T20:00:00,insured,524000,484000,60000,4,0,389000,389000,0.0,low
HRA00024132,USR009892,2025-12-25T20:00:00,insured,214000,395000,500000,3,0,389000,389000,0.0,low
HRA00024133,USR009892,2026-02-15T20:00:00,partial,71000,386000,258000,2,0,389000,389000,0.0,low
HRA00024134,USR009892,2026-04-04T20:00:00,insured,654000,138000,623000,2,0,389000,389000,0.0,low
HRA00024135,USR009892,2026-05-29T20:00:00,insured,399000,471000,85000,3,0,389000,389000,0.0,low
HRA00024136,USR009892,2026-07-19T20:00:00,insured,254000,386000,680000,1,0,389000,389000,0.0,low
HRA00024137,USR009892,2026-08-31T20:00:00,partial,234000,372000,557000,3,0,389000,389000,0.0,low
HRA00024138,USR009893,2025-10-03T04:00:00,insured,65000,168000,549000,3,448000,2379000,1931000,0.188314,low
HRA00024139,USR009893,2025-11-21T04:00:00,insured,561000,282000,60000,1,451000,2379000,1928000,0.189575,low
HRA00024140,USR009893,2026-01-12T04:00:00,uninsured,534000,362000,574000,2,642000,2379000,1737000,0.269861,developing
HRA00024141,USR009893,2026-03-01T04:00:00,partial,709000,155000,270000,5,844000,2379000,1535000,0.354771,developing
HRA00024142,USR009893,2026-04-23T04:00:00,insured,294000,283000,483000,4,1021000,2379000,1358000,0.429172,developing
HRA00024143,USR009893,2026-06-06T04:00:00,insured,537000,276000,356000,1,1046000,2379000,1333000,0.439681,developing
HRA00024144,USR009893,2026-08-02T04:00:00,partial,459000,273000,649000,1,1295000,2379000,1084000,0.544346,moderate
HRA00024145,USR009896,2026-01-26T22:00:00,insured,566000,499000,436000,1,324000,1805000,1481000,0.179501,low
HRA00024146,USR009896,2026-03-11T22:00:00,partial,702000,202000,549000,3,538000,1805000,1267000,0.298061,developing
HRA00024147,USR009896,2026-04-30T22:00:00,uninsured,79000,104000,307000,4,730000,1805000,1075000,0.404432,developing
HRA00024148,USR009896,2026-06-25T22:00:00,insured,686000,223000,145000,0,786000,1805000,1019000,0.435457,developing
HRA00024149,USR009896,2026-08-12T22:00:00,partial,118000,232000,95000,2,925000,1805000,880000,0.512465,moderate
HRA00024150,USR009902,2025-10-01T00:00:00,insured,451000,216000,62000,1,317000,350000,33000,0.905714,strong
HRA00024151,USR009902,2025-11-18T00:00:00,uninsured,479000,57000,573000,1,360000,350000,0,1.028571,strong
HRA00024152,USR009902,2026-01-09T00:00:00,insured,100000,383000,112000,0,395000,350000,0,1.128571,strong
HRA00024153,USR009902,2026-03-01T00:00:00,insured,686000,137000,550000,0,433000,350000,0,1.237143,strong
HRA00024154,USR009902,2026-04-22T00:00:00,partial,784000,143000,186000,5,463000,350000,0,1.322857,strong
HRA00024155,USR009902,2026-06-11T00:00:00,insured,189000,477000,138000,2,498000,350000,0,1.422857,strong
HRA00024156,USR009902,2026-07-25T00:00:00,uninsured,127000,172000,82000,2,527000,350000,0,1.505714,strong
HRA00024157,USR009905,2025-11-22T22:00:00,insured,704000,464000,420000,3,662000,890000,228000,0.74382,moderate
HRA00024158,USR009905,2026-01-05T22:00:00,insured,744000,289000,170000,0,700000,890000,190000,0.786517,moderate
HRA00024159,USR009905,2026-03-01T22:00:00,partial,559000,438000,402000,1,760000,890000,130000,0.853933,strong
HRA00024160,USR009905,2026-04-21T22:00:00,insured,735000,172000,492000,4,820000,890000,70000,0.921348,strong
HRA00024161,USR009905,2026-06-06T22:00:00,partial,486000,389000,354000,4,926000,890000,0,1.040449,strong
HRA00024162,USR009905,2026-07-27T22:00:00,partial,150000,233000,369000,2,948000,890000,0,1.065169,strong
HRA00024163,USR009906,2025-10-24T02:00:00,partial,417000,60000,654000,5,178000,534000,356000,0.333333,developing
HRA00024164,USR009906,2025-12-10T02:00:00,partial,60000,223000,277000,2,240000,534000,294000,0.449438,developing
HRA00024165,USR009906,2026-02-03T02:00:00,uninsured,589000,279000,160000,3,277000,534000,257000,0.518727,moderate
HRA00024166,USR009906,2026-03-26T02:00:00,partial,767000,209000,411000,2,316000,534000,218000,0.59176,moderate
